time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.errors,.cmds,.ekf_output,.e_m,.e_m_dot,.time
1970/01/01/02:05:38.834000,33,0,0,,"(-0.022806106135249138, 0.4097866117954254, 0.02936141937971115, 0.37999942898750305, 0.07569724321365356, 0.27418529987335205, -0.008663466200232506, 0.2802567183971405)","(-0.20326335728168488, 0.8320732712745667, 0.01800411194562912, -0.06179210543632507)","(0.018381156027317047, -0.39788588881492615, 0.9646044969558716, 0.9823022484779358)","(0.018397273495793343,)","(-0.3984141945838928,)",338.834014893
1970/01/01/02:05:38.866000,34,0,0,,"(-0.024724427610635757, 0.41971150040626526, 0.026738343760371208, 0.39049580693244934, 0.06686503440141678, 0.27944058179855347, -0.014316840097308159, 0.28578707575798035)","(-0.1942286193370819, 0.8682036995887756, 0.01938047632575035, -0.056578729301691055)","(0.013629156164824963, -0.365256667137146, 0.9667760133743286, 0.9833880066871643)","(0.013640527613461018,)","(-0.36575251817703247,)",338.860992432
1970/01/01/02:05:38.897000,35,0,0,,"(-0.021109197288751602, 0.42869752645492554, 0.024874944239854813, 0.40001749992370605, 0.05862738937139511, 0.2841128706932068, -0.022784721106290817, 0.2906326353549957)","(-0.23583194613456726, 0.7935366034507751, 0.02246992662549019, -0.08990063518285751)","(0.00989446323364973, -0.28604015707969666, 0.9720480442047119, 0.986024022102356)","(0.00990210473537445,)","(-0.286457359790802,)",338.894989014
1970/01/01/02:05:38.929000,36,0,0,,"(-0.017117800191044807, 0.4384297728538513, 0.028160622343420982, 0.4101792275905609, 0.05406483635306358, 0.2891239821910858, -0.027603399008512497, 0.2957945466041565)","(-0.24921055138111115, 0.7969341278076172, 0.024461012333631516, -0.09670193493366241)","(0.009368948638439178, -0.2117607593536377, 0.9769914746284485, 0.9884957075119019)","(0.009376064874231815,)","(-0.2121041715145111,)",338.928009033
1970/01/01/02:05:38.947000,37,0,0,,"(-0.017117800191044807, 0.4384031891822815, 0.028160622343420982, 0.4101526737213135, 0.05406483635306358, 0.289097398519516, -0.031027263030409813, 0.29571792483329773)","(-0.26865094900131226, 0.7637546062469482, 0.025734076276421547, -0.10861165076494217)","(0.00851383712142706, -0.13639363646507263, 0.9820072650909424, 0.9910036325454712)","(0.008520099334418774,)","(-0.13666217029094696,)",338.944000244
1970/01/01/02:05:38.988000,38,0,0,,"(0.0011571935610845685, 0.43610984086990356, 0.04161280021071434, 0.41421809792518616, 0.04290325567126274, 0.2910560965538025, -0.03542527183890343, 0.29493072628974915)","(-0.2872706949710846, 0.7142587304115295, 0.03083430789411068, -0.12396366894245148)","(0.012551698833703995, -0.02373567782342434, 0.989504873752594, 0.9947524666786194)","(0.012561994604766369,)","(-0.023892320692539215,)",338.984985352
1970/01/01/02:05:39.060000,39,0,0,,"(-0.011884949170053005, 0.41580867767333984, 0.0353727787733078, 0.3882667124271393, 0.048863235861063004, 0.2780410349369049, -0.03565949574112892, 0.28217944502830505)","(-0.2535579800605774, 0.7194663882255554, 0.028385069221258163, -0.10112287849187851)","(0.009165978990495205, 0.01741255447268486, 0.9922434091567993, 0.9961217045783997)","(0.009172892197966576,)","(0.01729678362607956,)",339.055999756
1970/01/01/02:05:39.085000,40,0,0,,"(-0.004948018118739128, 0.38462376594543457, 0.05446094647049904, 0.3626205623149872, 0.05240797996520996, 0.2620418667793274, -0.03129791095852852, 0.26642927527427673)","(-0.14957454800605774, 0.8423802852630615, 0.0276179239153862, -0.03164944797754288)","(0.017640370875597, 0.10976023226976395, 0.9983893036842346, 0.9991946220397949)","(0.01765574887394905,)","(0.10973618924617767,)",339.083007812
1970/01/01/02:05:39.109000,41,0,0,,"(0.02980588562786579, 0.3461006283760071, 0.07351629436016083, 0.3299413323402405, 0.04593067988753319, 0.2445126473903656, -0.026337584480643272, 0.24935273826122284)","(-0.2242385596036911, 0.5255482196807861, 0.029677461832761765, -0.10602056235074997)","(0.03070039488375187, 0.22625483572483063, 1.006142258644104, 1.0030710697174072)","(0.030728818848729134,)","(0.22634650766849518,)",339.106994629
1970/01/01/02:05:39.125000,42,0,0,,"(0.04383328557014465, 0.35111868381500244, 0.09693577140569687, 0.33469972014427185, 0.05995143949985504, 0.24792544543743134, -0.022828053683042526, 0.25249332189559937)","(-0.21657522022724152, 0.5725297927856445, 0.03159094601869583, -0.09591206908226013)","(0.04443097114562988, 0.29976654052734375, 1.011034607887268, 1.0055172443389893)","(0.044473111629486084,)","(0.29993122816085815,)",339.12298584
1970/01/01/02:05:39.156000,43,0,0,,"(0.055831488221883774, 0.31880617141723633, 0.11607052385807037, 0.2962704598903656, 0.0721437931060791, 0.22684864699840546, -0.00980435311794281, 0.23152729868888855)","(-0.17668147385120392, 0.5899448990821838, 0.025512559339404106, -0.05378060042858124)","(0.058504167944192886, 0.44776928424835205, 1.020884394645691, 1.0104422569274902)","(0.058560363948345184,)","(0.44808098673820496,)",339.149993896
1970/01/01/02:05:39.205000,44,0,0,,"(0.08113329112529755, 0.26978930830955505, 0.1360330879688263, 0.2508678734302521, 0.09346425533294678, 0.19654475152492523, 0.016687102615833282, 0.20072469115257263)","(-0.16427762806415558, 0.3623151183128357, 0.0213593952357769, -0.0792858824133873)","(0.08175002038478851, 0.6912848353385925, 1.0370908975601196, 1.018545389175415)","(0.08182943612337112,)","(0.6918383836746216,)",339.194000244
1970/01/01/02:05:39.248000,45,0,0,,"(0.09442158043384552, 0.2693961560726166, 0.15392960608005524, 0.25033822655677795, 0.09705305099487305, 0.1965979039669037, 0.02021399326622486, 0.19755378365516663)","(-0.12452776730060577, 0.476920485496521, 0.020714912563562393, -0.041295308619737625)","(0.09131558984518051, 0.6650283932685852, 1.0353434085845947, 1.0176717042922974)","(0.09140455722808838,)","(0.6655558943748474,)",339.221984863
1970/01/01/02:05:39.269000,46,0,0,,"(0.1340654194355011, 0.20537233352661133, 0.19307343661785126, 0.18296852707862854, 0.11899733543395996, 0.15750353038311005, 0.0484514944255352, 0.1567973792552948)","(-0.11706266552209854, 0.3615418076515198, 0.011972306296229362, -0.015086335130035877)","(0.12352577596902847, 0.9019150137901306, 1.051108717918396, 1.0255542993545532)","(0.12364692240953445,)","(0.9026778340339661,)",339.261993408
1970/01/01/02:05:39.297000,47,0,0,,"(0.14596107602119446, 0.1778038591146469, 0.21109701693058014, 0.15349949896335602, 0.15585970878601074, 0.12837696075439453, 0.07956133037805557, 0.12650536000728607)","(-0.029513418674468994, 0.32529008388519287, 0.007703819312155247, 0.009156408719718456)","(0.14797422289848328, 0.9880024194717407, 1.056838035583496, 1.028419017791748)","(0.14811977744102478,)","(0.9888507723808289,)",339.290985107
1970/01/01/02:05:39.321000,48,0,0,,"(0.18428364396095276, 0.17294500768184662, 0.2410089373588562, 0.1486661583185196, 0.15586626529693604, 0.1318126767873764, 0.0906962901353836, 0.12998466193675995)","(-0.08159516006708145, 0.2704463303089142, 0.007218577433377504, -0.009369151666760445)","(0.16779841482639313, 0.9638826251029968, 1.0552327632904053, 1.0276163816452026)","(0.16796378791332245,)","(0.9647069573402405,)",339.317993164
1970/01/01/02:05:39.396000,49,0,0,,"(0.20018303394317627, 0.11382348090410233, 0.2685483992099762, 0.08574291318655014, 0.21596214175224304, 0.0698266476392746, 0.14759282767772675, 0.06520134955644608)","(0.07418009638786316, 0.24079623818397522, 0.00023358136240858585, 0.05411633476614952)","(0.20786620676517487, 1.1963915824890137, 1.0707067251205444, 1.0353533029556274)","(0.20807160437107086,)","(1.1974468231201172,)",339.37600708
1970/01/01/02:05:39.405000,50,0,0,,"(0.2425527125597, 0.07692400366067886, 0.3080557882785797, 0.04673490300774574, 0.23986221849918365, 0.03864596411585808, 0.1781957745552063, 0.032115910202264786)","(0.08773596584796906, 0.10897194594144821, -0.0017053476767614484, 0.045846790075302124)","(0.24192720651626587, 1.2168867588043213, 1.0720707178115845, 1.0360352993011475)","(0.24216662347316742,)","(1.217962384223938,)",339.404998779
1970/01/01/02:05:39.424000,51,0,0,,"(0.26252448558807373, 0.05324873328208923, 0.32907944917678833, 0.02141542173922062, 0.28626978397369385, 0.0020991952624171972, 0.22352755069732666, -0.0060172732919454575)","(0.19579562544822693, -0.00944756530225277, -0.003164846682921052, 0.040076885372400284)","(0.27507779002189636, 1.2140376567840576, 1.0718810558319092, 1.0359405279159546)","(0.27535033226013184,)","(1.2151105403900146,)",339.42098999
1970/01/01/02:05:39.450000,52,0,0,,"(0.28728535771369934, 0.049899790436029434, 0.3618101179599762, 0.018350161612033844, 0.30614766478538513, 0.005378549452871084, 0.23957346379756927, -0.0026084044948220253)","(0.2636169195175171, 0.01858479343354702, -0.0027268817648291588, 0.04351096227765083)","(0.2984083294868469, 1.2423737049102783, 1.073766827583313, 1.0368834733963013)","(0.2987041473388672,)","(1.2434746026992798,)",339.447998047
1970/01/01/02:05:39.505000,53,0,0,,"(0.3078968822956085, 0.008812543004751205, 0.37986111640930176, -0.025294048711657524, 0.3547346293926239, -0.05243365094065666, 0.29744067788124084, -0.06351380795240402)","(0.35495197772979736, -0.13215452432632446, -0.001585810212418437, 0.04466330632567406)","(0.33465129137039185, 1.1123499870300293, 1.0651135444641113, 1.0325567722320557)","(0.33498331904411316,)","(1.1133217811584473,)",339.5
1970/01/01/02:05:39.564000,54,0,0,,"(0.32017379999160767, -0.00917129684239626, 0.3844730854034424, -0.04872801899909973, 0.39978694915771484, -0.08501724898815155, 0.3540743887424469, -0.09401821345090866)","(0.3504253327846527, -0.32012391090393066, 0.001024739583954215, 0.017984913662075996)","(0.36426544189453125, 1.1153122186660767, 1.0653107166290283, 1.0326553583145142)","(0.36462706327438354,)","(1.1162869930267334,)",339.540985107
1970/01/01/02:05:39.581000,55,0,0,,"(0.35220929980278015, -0.02768704853951931, 0.4280743896961212, -0.06422929465770721, 0.4277597963809967, -0.11374414712190628, 0.37235572934150696, -0.12406492978334427)","(0.624687671661377, -0.3441762328147888, 0.002055445685982704, 0.013752029277384281)","(0.3947077989578247, 1.1671520471572876, 1.0687607526779175, 1.034380316734314)","(0.39509981870651245,)","(1.1681783199310303,)",339.575012207
1970/01/01/02:05:39.608000,56,0,0,,"(0.37775152921676636, -0.035133227705955505, 0.4530278444290161, -0.07692833244800568, 0.4745732247829437, -0.14188818633556366, 0.42726507782936096, -0.1548183411359787)","(0.7153079509735107, -0.47381046414375305, 0.00642675906419754, -0.01134459488093853)","(0.4327244162559509, 1.3352795839309692, 1.079949975013733, 1.0399749279022217)","(0.4331544041633606,)","(1.3364728689193726,)",339.602996826
1970/01/01/02:05:39.650000,57,0,0,,"(0.40526822209358215, -0.04518011212348938, 0.47953081130981445, -0.08858935534954071, 0.511407732963562, -0.17130574584007263, 0.46350929141044617, -0.18651457130908966)","(0.8542852401733398, -0.600182831287384, 0.006933671422302723, -0.03961799666285515)","(0.464467316865921, 1.3378591537475586, 1.080121636390686, 1.0400607585906982)","(0.4649290144443512,)","(1.339055061340332,)",339.628997803
1970/01/01/02:05:39.683000,58,0,0,,"(0.4246852397918701, -0.054722193628549576, 0.49813351035118103, -0.1033463254570961, 0.5586018562316895, -0.20231112837791443, 0.5150033235549927, -0.2154575139284134)","(0.9949212670326233, -0.8372050523757935, 0.011780546978116035, -0.09591848403215408)","(0.49861016869544983, 1.3788896799087524, 1.0828522443771362, 1.041426181793213)","(0.4991059899330139,)","(1.3801262378692627,)",339.680999756
1970/01/01/02:05:39.734000,59,0,0,,"(0.44077929854393005, -0.06404728442430496, 0.5132306814193726, -0.11428286880254745, 0.6087804436683655, -0.23586678504943848, 0.5705456733703613, -0.257125586271286)","(1.0567469596862793, -0.8156548738479614, 0.013455383479595184, -0.07534350454807281)","(0.5328040719032288, 1.4225419759750366, 1.0857573747634888, 1.0428787469863892)","(0.5333340167999268,)","(1.4238219261169434,)",339.709991455
1970/01/01/02:05:39.770000,60,0,0,,"(0.4868742823600769, -0.07849954068660736, 0.5562856197357178, -0.12850600481033325, 0.676017701625824, -0.3018746078014374, 0.6424762606620789, -0.3239494860172272)","(1.5031871795654297, -0.9740537405014038, 0.019301053136587143, -0.12759242951869965)","(0.5898265242576599, 1.5523127317428589, 1.0943938493728638, 1.0471969842910767)","(0.5904134511947632,)","(1.5537216663360596,)",339.759002686
1970/01/01/02:05:39.795000,61,0,0,,"(0.5073836445808411, -0.0843629315495491, 0.5671983957290649, -0.14055658876895905, 0.7307199835777283, -0.33787840604782104, 0.7143341302871704, -0.36533334851264954)","(1.4820919036865234, -1.1184779405593872, 0.024077199399471283, -0.15453878045082092)","(0.6292827129364014, 1.5950640439987183, 1.0972391366958618, 1.0486195087432861)","(0.6299090385437012,)","(1.5965152978897095,)",339.786010742
1970/01/01/02:05:39.831000,62,0,0,,"(0.5358920097351074, -0.08881300687789917, 0.6065677404403687, -0.14480911195278168, 0.7706969976425171, -0.3722538948059082, 0.7491831183433533, -0.40147343277931213)","(1.8284248113632202, -1.145640254020691, 0.030318118631839752, -0.17251601815223694)","(0.6649230122566223, 1.5761229991912842, 1.0959784984588623, 1.0479892492294312)","(0.6655849814414978,)","(1.577555537223816,)",339.825012207
1970/01/01/02:05:39.856000,63,0,0,,"(0.5474519729614258, -0.09424455463886261, 0.6041246056556702, -0.15356767177581787, 0.8344389796257019, -0.41110292077064514, 0.8382415175437927, -0.44786331057548523)","(1.7420804500579834, -1.1433144807815552, 0.034881651401519775, -0.1598343849182129)","(0.7053619623184204, 1.6262677907943726, 1.0993157625198364, 1.0496578216552734)","(0.7060642838478088,)","(1.6277501583099365,)",339.855010986
1970/01/01/02:05:39.893000,64,0,0,,"(0.5945141911506653, -0.09197650849819183, 0.6480932831764221, -0.1529323160648346, 0.8631235361099243, -0.4394671618938446, 0.8666362166404724, -0.47880926728248596)","(1.8713537454605103, -1.2140743732452393, 0.03456849977374077, -0.17936304211616516)","(0.7423525452613831, 1.4603608846664429, 1.088274359703064, 1.0441371202468872)","(0.7430918216705322,)","(1.461678385734558,)",339.890014648
1970/01/01/02:05:39.926000,65,0,0,,"(0.6250756978988647, -0.09027601033449173, 0.6849068999290466, -0.15141062438488007, 0.8923214673995972, -0.4666237235069275, 0.8953540325164795, -0.5085235238075256)","(2.108118772506714, -1.2111215591430664, 0.040130674839019775, -0.18914668262004852)","(0.773643970489502, 1.4216557741165161, 1.0856984853744507, 1.0428491830825806)","(0.7744145393371582,)","(1.422934889793396,)",339.92098999
1970/01/01/02:05:39.963000,66,0,0,,"(0.6422203779220581, -0.08858896046876907, 0.7046061754226685, -0.15039022266864777, 0.9442028403282166, -0.49557724595069885, 0.9543853402137756, -0.5416033864021301)","(2.269882917404175, -1.159830093383789, 0.0459337942302227, -0.1809995174407959)","(0.8105462789535522, 1.445185661315918, 1.0872644186019897, 1.04363214969635)","(0.8113536834716797,)","(1.4464881420135498,)",339.959014893
1970/01/01/02:05:40.012000,67,0,0,,"(0.6508607268333435, -0.08679015934467316, 0.6981838345527649, -0.1524021029472351, 0.9912195801734924, -0.5221410393714905, 1.0220129489898682, -0.5756678581237793)","(2.0795724391937256, -1.1887352466583252, 0.045265357941389084, -0.16859707236289978)","(0.8397327661514282, 1.3728395700454712, 1.0824496746063232, 1.0412248373031616)","(0.840569257736206,)","(1.374070167541504,)",339.990997314
1970/01/01/02:05:40.022000,68,0,0,,"(0.6900346875190735, -0.07739195972681046, 0.7290135025978088, -0.1457950323820114, 1.020111322402954, -0.5423369407653809, 1.0640414953231812, -0.601944088935852)","(2.1500775814056396, -1.2157400846481323, 0.04658135026693344, -0.18320058286190033)","(0.8749285340309143, 1.3729089498519897, 1.0824542045593262, 1.041227102279663)","(0.8758002519607544,)","(1.3741395473480225,)",340.018005371
1970/01/01/02:05:40.090000,69,0,0,,"(0.7300180196762085, -0.06543298810720444, 0.7789294719696045, -0.13307294249534607, 1.0522931814193726, -0.558735191822052, 1.0746982097625732, -0.6220648884773254)","(2.567701816558838, -1.1557190418243408, 0.03837103769183159, -0.19710472226142883)","(0.9080799221992493, 1.4537098407745361, 1.087831735610962, 1.043915867805481)","(0.9089847207069397,)","(1.455020785331726,)",340.07598877
1970/01/01/02:05:40.125000,70,0,0,,"(0.7467448115348816, -0.05608758330345154, 0.7930108308792114, -0.12542153894901276, 1.0644012689590454, -0.5676953792572021, 1.0976999998092651, -0.6362932920455933)","(2.4821958541870117, -1.1356486082077026, 0.041799016296863556, -0.1817864030599594)","(0.9245429635047913, 1.3330738544464111, 1.0798031091690063, 1.039901614189148)","(0.9254642128944397,)","(1.334264874458313,)",340.106994629
1970/01/01/02:05:40.138000,71,0,0,,"(0.7687311768531799, -0.044780388474464417, 0.8119334578514099, -0.1158788800239563, 1.0884168148040771, -0.5780706405639648, 1.1189888715744019, -0.6481444239616394)","(2.5776617527008057, -1.1509861946105957, 0.03799993172287941, -0.18707489967346191)","(0.9460747838020325, 1.3016061782836914, 1.0777089595794678, 1.0388544797897339)","(0.9470175504684448,)","(1.3027660846710205,)",340.134002686
1970/01/01/02:05:40.156000,72,0,0,,"(0.7864616513252258, -0.033140093088150024, 0.8267322182655334, -0.10603048652410507, 1.0981990098953247, -0.5827991962432861, 1.139419436454773, -0.6580742001533508)","(2.466153144836426, -1.126589298248291, 0.04069981351494789, -0.16899852454662323)","(0.9617446660995483, 1.1653473377227783, 1.0686405897140503, 1.03432035446167)","(0.9627031087875366,)","(1.1663718223571777,)",340.153015137
1970/01/01/02:05:40.190000,73,0,0,,"(0.8059312701225281, -0.019358865916728973, 0.8378978967666626, -0.0953448936343193, 1.1074354648590088, -0.5851912498474121, 1.1593785285949707, -0.6658422350883484)","(2.3329997062683105, -1.1358026266098022, 0.03995131701231003, -0.15895810723304749)","(0.9766874313354492, 1.0510647296905518, 1.061034917831421, 1.0305174589157104)","(0.9776607751846313,)","(1.0519757270812988,)",340.183990479
1970/01/01/02:05:40.488000,74,0,0,,"(0.9406942129135132, 0.10001937299966812, 0.9338213205337524, 0.00865887850522995, 1.0528454780578613, -0.5269032716751099, 1.1230765581130981, -0.632807195186615)","(2.6093835830688477, -0.9895886778831482, 0.018244018778204918, -0.16748552024364471)","(1.0116010904312134, 1.3482592105865479, 1.0808137655258179, 1.0404068231582642)","(1.0126093626022339,)","(1.3494653701782227,)",340.484008789
1970/01/01/02:05:40.535000,75,0,0,,"(0.9611371159553528, 0.10922034084796906, 0.950124979019165, 0.02031698264181614, 1.0372878313064575, -0.5163732171058655, 1.1055642366409302, -0.6223157644271851)","(2.534649133682251, -0.8924806118011475, 0.014556982554495335, -0.13987697660923004)","(1.0125194787979126, 1.2118383646011353, 1.0717346668243408, 1.0358673334121704)","(1.01352858543396,)","(1.2129091024398804,)",340.532012939
1970/01/01/02:05:40.563000,76,0,0,,"(0.9730380773544312, 0.1199515163898468, 0.9589987993240356, 0.03372188284993172, 1.0135900974273682, -0.5025286078453064, 1.086255669593811, -0.6105242371559143)","(2.400989055633545, -0.8029778599739075, 0.014229560270905495, -0.11236924678087234)","(1.0069670677185059, 1.0680385828018188, 1.062164545059204, 1.031082272529602)","(1.0079706907272339,)","(1.0689663887023926,)",340.562011719
1970/01/01/02:05:40.589000,77,0,0,,"(0.9802108407020569, 0.1320652961730957, 0.9639643430709839, 0.044561102986335754, 1.0008416175842285, -0.4821940064430237, 1.0639530420303345, -0.5930945873260498)","(2.2387850284576416, -0.7051020860671997, 0.00547917652875185, -0.0825381949543953)","(1.0012445449829102, 0.9526579976081848, 1.05448579788208, 1.02724289894104)","(1.0022424459457397,)","(0.9534711837768555,)",340.585998535
1970/01/01/02:05:40.627000,78,0,0,,"(0.9957758784294128, 0.1502416431903839, 0.9761666655540466, 0.06121034175157547, 0.9657738208770752, -0.4601724445819855, 1.014952301979065, -0.5659797191619873)","(1.9314533472061157, -0.6489879488945007, -0.0021499493159353733, -0.05107829347252846)","(0.9871833324432373, 0.6113489866256714, 1.031770944595337, 1.0158854722976685)","(0.9881671667098999,)","(0.6118232011795044,)",340.618988037
1970/01/01/02:05:40.691000,79,0,0,,"(0.9835160970687866, 0.1711718738079071, 0.9696637392044067, 0.08330947160720825, 0.9273350834846497, -0.4128873348236084, 0.9677553176879883, -0.5132667422294617)","(1.5397398471832275, -0.5309001207351685, -0.004433597903698683, -0.0076811229810118675)","(0.9611097574234009, 0.24318908154964447, 1.007269263267517, 1.0036345720291138)","(0.9620675444602966,)","(0.24329757690429688,)",340.662994385
1970/01/01/02:05:40.718000,80,0,0,,"(0.9565207362174988, 0.18121004104614258, 0.9447371959686279, 0.09487075358629227, 0.8537539839744568, -0.35526949167251587, 0.8792260885238647, -0.4469332695007324)","(0.7981957197189331, -0.3784538507461548, -0.010921447537839413, 0.05535618215799332)","(0.9076551198959351, -0.4827243983745575, 0.9589583277702332, 0.979479193687439)","(0.9085595011711121,)","(-0.4833369553089142,)",340.70401001
1970/01/01/02:05:40.756000,81,0,0,,"(0.9011972546577454, 0.20662766695022583, 0.8976617455482483, 0.13268496096134186, 0.7155002355575562, -0.22052718698978424, 0.711071252822876, -0.2902693450450897)","(-0.05051037669181824, -0.06890027970075607, -0.025133494287729263, 0.10172189027070999)","(0.8055552244186401, -1.7068690061569214, 0.8774892091751099, 0.9387446045875549)","(0.8063576221466064,)","(-1.7086974382400513,)",340.752990723
1970/01/01/02:05:40.786000,82,0,0,,"(0.8226978778839111, 0.19502286612987518, 0.8245056867599487, 0.12721796333789825, 0.6209257245063782, -0.15094362199306488, 0.6060113906860352, -0.21507014334201813)","(-0.7658605575561523, -0.009471079334616661, -0.02923678793013096, 0.0988718792796135)","(0.717820405960083, -2.9950759410858154, 0.7917565703392029, 0.8958783149719238)","(0.7185351848602295,)","(-2.9981839656829834,)",340.778015137
1970/01/01/02:05:40.824000,83,0,0,,"(0.7925450205802917, 0.19228222966194153, 0.7915940880775452, 0.12337586283683777, 0.5633642673492432, -0.13582690060138702, 0.5483153462409973, -0.19959484040737152)","(-0.7782975435256958, 0.013748371042311192, -0.030651923269033432, 0.10039804875850677)","(0.6732844114303589, -3.1080844402313232, 0.7842356562614441, 0.8921178579330444)","(0.6739546656608582,)","(-3.111304759979248,)",340.812011719
1970/01/01/02:05:40.859000,84,0,0,,"(0.7158797383308411, 0.17926748096942902, 0.7307865023612976, 0.11964714527130127, 0.47242438793182373, -0.07791415601968765, 0.4347868263721466, -0.13305817544460297)","(-0.6233806610107422, -0.08859270066022873, -0.036853644996881485, 0.028966883197426796)","(0.5878843665122986, -3.315455913543701, 0.7704346776008606, 0.8852173686027527)","(0.588469386100769,)","(-3.3188822269439697,)",340.841003418
1970/01/01/02:05:40.882000,85,0,0,,"(0.6174978613853455, 0.16060011088848114, 0.6390224695205688, 0.11293447017669678, 0.37913334369659424, -0.027243878692388535, 0.3401094675064087, -0.07449571043252945)","(-0.4175407588481903, -0.02815733663737774, -0.03250882774591446, 0.0009136270964518189)","(0.4934501349925995, -3.6313791275024414, 0.7494093775749207, 0.8747047185897827)","(0.4939408004283905,)","(-3.6351194381713867,)",340.87701416
1970/01/01/02:05:40.939000,86,0,0,,"(0.45026642084121704, 0.14006809890270233, 0.4899408519268036, 0.11266639828681946, 0.21142250299453735, 0.05264822766184807, 0.1546497642993927, 0.018503446131944656)","(0.06177406385540962, -0.03293826803565025, -0.02173658460378647, -0.07358342409133911)","(0.3262462615966797, -4.2545166015625, 0.7079384326934814, 0.8539692163467407)","(0.32656988501548767,)","(-4.258875370025635,)",340.932006836
1970/01/01/02:05:40.964000,87,0,0,,"(0.3708221912384033, 0.13754291832447052, 0.43025657534599304, 0.11364836990833282, 0.1333458572626114, 0.07259718328714371, 0.06525576859712601, 0.04908762872219086)","(0.43894627690315247, 0.19774626195430756, -0.01036909595131874, -0.03126879781484604)","(0.24967294931411743, -4.461681842803955, 0.6941511631011963, 0.8470755815505981)","(0.2499200999736786,)","(-4.466247081756592,)",340.962005615
1970/01/01/02:05:40.990000,88,0,0,,"(0.3063473403453827, 0.13782505691051483, 0.3660898208618164, 0.12394869327545166, 0.05561455711722374, 0.08900440484285355, -0.010504542849957943, 0.06683307886123657)","(0.670006513595581, 0.3774566352367401, -0.0012223435332998633, 0.01818252168595791)","(0.17921002209186554, -4.302060604095459, 0.7047742605209351, 0.8523871302604675)","(0.17938679456710815,)","(-4.306467056274414,)",340.984985352
1970/01/01/02:05:41.040000,89,0,0,,"(0.23176565766334534, 0.1312529295682907, 0.2951803207397461, 0.12303338199853897, -0.013412985019385815, 0.09999222308397293, -0.08008894324302673, 0.08269331604242325)","(0.7543498873710632, 0.5150735974311829, 0.0069391168653965, 0.06641431897878647)","(0.10825511813163757, -4.069427967071533, 0.7202563881874084, 0.8601282238960266)","(0.10836101323366165,)","(-4.073603630065918,)",341.028015137
1970/01/01/02:05:41.081000,90,0,0,,"(0.16887427866458893, 0.13867947459220886, 0.22637620568275452, 0.1409498155117035, -0.0858183279633522, 0.1083294078707695, -0.14454005658626556, 0.09241701662540436)","(0.7755515575408936, 0.5722100734710693, 0.013463630340993404, 0.09050827473402023)","(0.04118412733078003, -3.277966260910034, 0.7729296684265137, 0.8864648342132568)","(0.04122302308678627,)","(-3.281355381011963,)",341.066009521
1970/01/01/02:05:41.106000,91,0,0,,"(0.08579576760530472, 0.15179923176765442, 0.14478762447834015, 0.1641935110092163, -0.16605141758918762, 0.12257937341928482, -0.2271120548248291, 0.11420504748821259)","(0.852570116519928, 0.787606954574585, 0.025149768218398094, 0.1495935022830963)","(-0.040602222084999084, -3.265730381011963, 0.7737439870834351, 0.8868720531463623)","(-0.04064502194523811,)","(-3.2691073417663574,)",341.105987549
1970/01/01/02:05:41.128000,92,0,0,,"(0.057294826954603195, 0.14985470473766327, 0.1196160539984703, 0.1619405299425125, -0.1971486210823059, 0.12701983749866486, -0.2572214901447296, 0.11508984863758087)","(0.79168301820755, 0.7392716407775879, 0.020609024912118912, 0.15478280186653137)","(-0.06929334998130798, -2.8646204471588135, 0.800438642501831, 0.9002193212509155)","(-0.06936480104923248,)","(-2.8675990104675293,)",341.113006592
1970/01/01/02:05:41.187000,93,0,0,,"(0.010223259218037128, 0.18217039108276367, 0.06233881413936615, 0.20048226416110992, -0.2521745264530182, 0.1332666426897049, -0.30693045258522034, 0.1248897984623909)","(0.9105793237686157, 0.8483543395996094, 0.028114551678299904, 0.1881522238254547)","(-0.12151210755109787, -2.6563236713409424, 0.8143011927604675, 0.9071506261825562)","(-0.12163572758436203,)","(-2.659095287322998,)",341.161010742
1970/01/01/02:05:41.241000,94,0,0,,"(-0.05327707156538963, 0.24246889352798462, -0.011081831529736519, 0.27213960886001587, -0.3043960928916931, 0.16980034112930298, -0.3505415916442871, 0.17078471183776855)","(1.0107842683792114, 1.1073275804519653, 0.03792545944452286, 0.24170207977294922)","(-0.1796424686908722, -2.4278082847595215, 0.8295093178749084, 0.9147546887397766)","(-0.17982414364814758,)","(-2.4303529262542725,)",341.233001709
1970/01/01/02:05:41.263000,95,0,0,,"(-0.0980006605386734, 0.2793881595134735, -0.05168284848332405, 0.31279611587524414, -0.338974267244339, 0.18343299627304077, -0.3919598162174225, 0.1852245181798935)","(1.0923547744750977, 1.2528575658798218, 0.04432034119963646, 0.2821606397628784)","(-0.2199324667453766, -2.0627076625823975, 0.8538074493408203, 0.9269037246704102)","(-0.22015440464019775,)","(-2.064889669418335,)",341.260009766
1970/01/01/02:05:41.298000,96,0,0,,"(-0.1544240564107895, 0.3292820155620575, -0.11953146010637283, 0.3696174919605255, -0.36614933609962463, 0.19940979778766632, -0.4150521457195282, 0.20318369567394257)","(1.2836211919784546, 1.5044947862625122, 0.05541317164897919, 0.3552006483078003)","(-0.26352378726005554, -2.11563777923584, 0.8502848148345947, 0.9251424074172974)","(-0.26378923654556274,)","(-2.117872476577759,)",341.291992188
